,DATE,LATITUDE_F,LONGITUDE_F,LATITUDE_W,LONGITUDE_W,FIRE_SIZE,FIRE_SIZE_CLASS,STAT_CAUSE_DESCR,T,TMAX,TMIN,PREC,RH2M,PS,WS10M_MIN,WS10M_MAX,WS10M
141,2013-07-02,37.7216,-121.683617,35.25,-113.75,1.0,B,Miscellaneous,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
142,2013-07-11,39.5524,-121.765083,35.25,-113.75,1.0,B,Missing/Undefined,24.68,29.02,22.14,0.88,54.15,87.77,0.9,6.02,4.4
143,2013-07-08,37.048333,-121.545567,35.25,-113.75,1.0,B,Miscellaneous,31.8,39.35,23.15,0.0,17.06,87.77,1.35,6.75,4.22
144,2013-07-19,38.650517,-121.07745,35.25,-113.75,163.0,D,Miscellaneous,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
145,2013-07-09,40.377222,-122.7275,35.25,-113.75,215.0,D,Missing/Undefined,30.42,36.82,22.54,0.0,20.77,88.01,1.04,5.09,3.27
146,2013-07-10,38.4394,-121.979217,35.25,-113.75,13.0,C,Miscellaneous,28.47,34.62,22.04,0.11,29.37,87.85,0.53,5.37,2.54
147,2013-07-22,37.327217,-119.769033,35.25,-113.75,1.0,B,Miscellaneous,25.24,30.4,19.78,0.24,58.63,87.83,1.49,5.43,3.36
148,2013-07-19,39.961317,-122.330883,35.25,-113.75,195.0,D,Miscellaneous,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
149,2013-07-25,33.786517,-117.237483,35.25,-113.75,1.0,B,Missing/Undefined,28.45,34.48,22.74,5.45,44.06,87.91,1.96,4.75,3.63
150,2013-07-16,34.225083000000005,-117.41005,35.25,-113.75,0.5,B,Missing/Undefined,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
151,2013-07-13,36.96055,-120.65395,35.25,-113.75,0.5,B,Missing/Undefined,28.38,34.09,20.5,1.55,37.96,87.8,1.16,3.32,2.25
152,2013-07-05,33.9282,-116.905183,35.25,-113.75,0.3,B,Miscellaneous,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
153,2013-07-26,37.64345,-121.410383,35.25,-113.75,0.08,A,Missing/Undefined,25.55,30.72,22.16,3.67,60.42,88.16,1.33,4.63,2.75
154,2013-07-14,36.677417,-119.880533,35.25,-113.75,0.2,A,Miscellaneous,29.59,34.69,23.69,1.48,32.98,87.75,0.26,3.42,1.77
155,2013-07-15,35.105217,-120.63125,35.25,-113.75,6.0,B,Missing/Undefined,28.88,34.48,23.93,3.31,37.74,87.54,1.93,3.5,2.48
156,2013-07-27,37.491883,-120.703067,35.25,-113.75,6.0,B,Miscellaneous,26.51,31.57,20.65,6.15,51.98,87.85,0.13,5.75,3.13
157,2013-07-05,36.646517,-119.3402,35.25,-113.75,6.0,B,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
158,2013-07-05,38.404317,-120.0208,35.25,-113.75,4.6,B,Miscellaneous,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
159,2013-07-12,37.330983,-120.5247,35.25,-113.75,4.0,B,Miscellaneous,26.59,31.75,20.79,0.52,46.26,87.74,1.05,6.08,3.25
160,2013-07-18,37.321,-120.3265,35.25,-113.75,4.0,B,Missing/Undefined,28.95,34.95,23.44,0.82,39.57,87.85,1.12,3.79,2.2
161,2013-07-04,38.7821,-123.01695,35.25,-113.75,4.0,B,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
162,2013-07-24,36.300283,-120.273217,35.25,-113.75,4.0,B,Miscellaneous,29.4,35.24,22.3,0.91,38.44,87.73,1.04,2.63,1.67
163,2013-07-19,37.839183,-120.863483,35.25,-113.75,4.0,B,Missing/Undefined,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
164,2013-07-24,38.83265,-120.870167,35.25,-113.75,4.0,B,Miscellaneous,29.4,35.24,22.3,0.91,38.44,87.73,1.04,2.63,1.67
165,2013-07-28,38.81455,-122.800967,35.25,-113.75,0.1,A,Miscellaneous,27.03,32.67,22.06,2.06,48.4,87.54,0.24,4.91,2.48
166,2013-07-01,33.9758,-117.475767,35.25,-113.75,0.1,A,Miscellaneous,32.63,39.88,25.09,0.16,19.27,87.65,1.48,6.49,3.76
167,2013-07-05,35.033973,-120.497823,35.25,-113.75,0.1,A,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
168,2013-07-19,40.012233,-122.458233,35.25,-113.75,0.1,A,Missing/Undefined,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
169,2013-07-19,38.45855,-120.484683,35.25,-113.75,0.1,A,Debris Burning,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
170,2013-07-02,37.8371,-120.504533,35.25,-113.75,0.1,A,Missing/Undefined,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
171,2013-07-22,38.830533,-122.900467,35.25,-113.75,0.1,A,Miscellaneous,25.24,30.4,19.78,0.24,58.63,87.83,1.49,5.43,3.36
172,2013-07-22,36.431067,-119.7309,35.25,-113.75,1.0,B,Miscellaneous,25.24,30.4,19.78,0.24,58.63,87.83,1.49,5.43,3.36
173,2013-07-03,36.6408,-119.5295,35.25,-113.75,1.0,B,Miscellaneous,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
174,2013-07-04,40.108,-123.795667,35.25,-113.75,1.0,B,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
175,2013-07-30,40.905833,-124.0395,35.25,-113.75,1.0,B,Missing/Undefined,27.44,35.09,18.78,0.0,30.24,88.21,2.23,7.15,4.48
176,2013-07-06,41.47978300000001,-120.724167,35.25,-113.75,1.0,B,Missing/Undefined,29.91,37.27,23.0,0.15,29.36,87.41,1.86,6.11,4.22
177,2013-07-05,36.922933,-119.92155,35.25,-113.75,5.0,B,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
178,2013-07-14,37.05448300000001,-120.292567,35.25,-113.75,14.0,C,Miscellaneous,29.59,34.69,23.69,1.48,32.98,87.75,0.26,3.42,1.77
179,2013-07-19,37.401717,-120.01825,35.25,-113.75,1.0,B,Missing/Undefined,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
180,2013-07-08,34.190517,-117.424933,35.25,-113.75,1.0,B,Missing/Undefined,31.8,39.35,23.15,0.0,17.06,87.77,1.35,6.75,4.22
181,2013-07-15,39.2381,-121.1315,35.25,-113.75,0.05,A,Miscellaneous,28.88,34.48,23.93,3.31,37.74,87.54,1.93,3.5,2.48
182,2013-07-02,38.902433,-121.200783,35.25,-113.75,0.05,A,Miscellaneous,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
183,2013-07-29,37.0433,-121.52385,35.25,-113.75,0.05,A,Miscellaneous,27.05,34.19,19.58,0.0,30.16,87.82,1.87,7.29,4.36
184,2013-07-04,38.906933,-123.1565,35.25,-113.75,3.8,B,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
185,2013-07-24,37.054567,-120.437233,35.25,-113.75,0.25,A,Missing/Undefined,29.4,35.24,22.3,0.91,38.44,87.73,1.04,2.63,1.67
186,2013-07-03,35.31708300000001,-120.621017,35.25,-113.75,0.2,A,Missing/Undefined,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
187,2013-07-31,39.87615,-121.608283,35.25,-113.75,0.2,A,Missing/Undefined,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
188,2013-07-27,37.821017,-120.158767,35.25,-113.75,0.19,A,Miscellaneous,26.51,31.57,20.65,6.15,51.98,87.85,0.13,5.75,3.13
189,2013-07-03,38.5017,-122.198367,35.25,-113.75,0.16,A,Miscellaneous,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
190,2013-07-06,38.902917,-120.851233,35.25,-113.75,0.1,A,Missing/Undefined,29.91,37.27,23.0,0.15,29.36,87.41,1.86,6.11,4.22
191,2013-07-10,33.963533,-116.4951,35.25,-113.75,0.1,A,Missing/Undefined,28.47,34.62,22.04,0.11,29.37,87.85,0.53,5.37,2.54
192,2013-07-05,39.959933,-122.178917,35.25,-113.75,0.1,A,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
193,2013-07-14,33.779317,-117.236917,35.25,-113.75,10.0,C,Missing/Undefined,29.59,34.69,23.69,1.48,32.98,87.75,0.26,3.42,1.77
194,2013-07-13,38.704367,-123.031733,35.25,-113.75,10.0,C,Missing/Undefined,28.38,34.09,20.5,1.55,37.96,87.8,1.16,3.32,2.25
195,2013-07-31,36.865983,-120.381717,35.25,-113.75,10.0,C,Miscellaneous,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
196,2013-07-01,37.118,-119.932283,35.25,-113.75,9.5,B,Missing/Undefined,32.63,39.88,25.09,0.16,19.27,87.65,1.48,6.49,3.76
197,2013-07-09,35.523933,-120.65895,35.25,-113.75,9.4,B,Missing/Undefined,30.42,36.82,22.54,0.0,20.77,88.01,1.04,5.09,3.27
198,2013-07-16,33.557733,-117.11705,35.25,-113.75,8.3,B,Missing/Undefined,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
199,2013-07-17,33.520083,-117.0279,35.25,-113.75,8.25,B,Debris Burning,27.64,33.14,21.85,0.96,42.3,88.02,0.47,4.54,2.51
200,2013-07-13,37.64375,-120.589983,35.25,-113.75,8.0,B,Missing/Undefined,28.38,34.09,20.5,1.55,37.96,87.8,1.16,3.32,2.25
201,2013-07-06,39.19305,-121.419717,35.25,-113.75,8.0,B,Missing/Undefined,29.91,37.27,23.0,0.15,29.36,87.41,1.86,6.11,4.22
202,2013-07-22,38.292617,-121.171967,35.25,-113.75,6.7,B,Missing/Undefined,25.24,30.4,19.78,0.24,58.63,87.83,1.49,5.43,3.36
203,2013-07-16,38.474733,-121.1064,35.25,-113.75,6.5,B,Miscellaneous,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
204,2013-07-22,36.936317,-120.074,35.25,-113.75,1.0,B,Miscellaneous,25.24,30.4,19.78,0.24,58.63,87.83,1.49,5.43,3.36
205,2013-07-09,38.8025,-123.015967,35.25,-113.75,1.0,B,Missing/Undefined,30.42,36.82,22.54,0.0,20.77,88.01,1.04,5.09,3.27
206,2013-07-27,40.437933,-123.685167,35.25,-113.75,1.0,B,Missing/Undefined,26.51,31.57,20.65,6.15,51.98,87.85,0.13,5.75,3.13
207,2013-07-19,33.9558,-117.243917,35.25,-113.75,40.0,C,Missing/Undefined,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
208,2013-07-04,33.252866999999995,-117.155617,35.25,-113.75,1.0,B,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
209,2013-07-31,39.96375,-123.791883,35.25,-113.75,1.0,B,Miscellaneous,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
210,2013-07-02,38.824317,-121.469733,35.25,-113.75,1.0,B,Miscellaneous,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
211,2013-07-05,40.34215,-123.770683,35.25,-113.75,5.0,B,Miscellaneous,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
212,2013-07-26,33.646767,-114.594783,35.25,-113.75,40.0,C,Miscellaneous,25.55,30.72,22.16,3.67,60.42,88.16,1.33,4.63,2.75
213,2013-07-10,33.931783,-117.24465,35.25,-113.75,1.0,B,Missing/Undefined,28.47,34.62,22.04,0.11,29.37,87.85,0.53,5.37,2.54
214,2013-07-09,33.77695,-117.231383,35.25,-113.75,1.0,B,Missing/Undefined,30.42,36.82,22.54,0.0,20.77,88.01,1.04,5.09,3.27
215,2013-07-05,38.493667,-121.091217,35.25,-113.75,1.0,B,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
216,2013-07-02,33.5192,-117.30845,35.25,-113.75,1.0,B,Miscellaneous,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
217,2013-07-16,35.664117,-120.691917,35.25,-113.75,2.0,B,Missing/Undefined,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
218,2013-07-20,37.648317,-120.2947,35.25,-113.75,2.0,B,Missing/Undefined,25.26,30.8,21.67,7.09,63.0,87.62,0.35,4.26,2.16
219,2013-07-27,38.137583,-120.505867,35.25,-113.75,2.0,B,Miscellaneous,26.51,31.57,20.65,6.15,51.98,87.85,0.13,5.75,3.13
220,2013-07-28,40.93465,-121.56885,35.25,-113.75,2.0,B,Missing/Undefined,27.03,32.67,22.06,2.06,48.4,87.54,0.24,4.91,2.48
221,2013-07-11,37.0593,-119.919317,35.25,-113.75,2.0,B,Miscellaneous,24.68,29.02,22.14,0.88,54.15,87.77,0.9,6.02,4.4
222,2013-07-17,40.440733,-122.282633,35.25,-113.75,0.25,A,Missing/Undefined,27.64,33.14,21.85,0.96,42.3,88.02,0.47,4.54,2.51
223,2013-07-19,37.989083,-120.478633,35.25,-113.75,0.25,A,Miscellaneous,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
224,2013-07-25,37.048467,-122.00765,35.25,-113.75,0.25,A,Miscellaneous,28.45,34.48,22.74,5.45,44.06,87.91,1.96,4.75,3.63
225,2013-07-19,40.53545,-122.3448,35.25,-113.75,0.25,A,Miscellaneous,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
226,2013-07-05,40.47275,-120.546,35.25,-113.75,0.25,A,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
227,2013-07-25,37.7566,-122.05115,35.25,-113.75,0.25,A,Miscellaneous,28.45,34.48,22.74,5.45,44.06,87.91,1.96,4.75,3.63
228,2013-07-28,37.6423,-120.288267,35.25,-113.75,0.13,A,Miscellaneous,27.03,32.67,22.06,2.06,48.4,87.54,0.24,4.91,2.48
229,2013-07-03,33.7165,-116.171,35.25,-113.75,0.12,A,Miscellaneous,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
230,2013-07-04,38.240067,-120.947217,35.25,-113.75,0.4,B,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
231,2013-07-30,37.16785,-122.03935,35.25,-113.75,0.4,B,Miscellaneous,27.44,35.09,18.78,0.0,30.24,88.21,2.23,7.15,4.48
232,2013-07-13,38.801583,-120.742667,35.25,-113.75,0.4,B,Miscellaneous,28.38,34.09,20.5,1.55,37.96,87.8,1.16,3.32,2.25
233,2013-07-04,36.9429,-121.740433,35.25,-113.75,0.4,B,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
234,2013-07-14,40.701833,-122.32495,35.25,-113.75,0.33,B,Miscellaneous,29.59,34.69,23.69,1.48,32.98,87.75,0.26,3.42,1.77
235,2013-07-12,39.54075,-121.519083,35.25,-113.75,6.4,B,Missing/Undefined,26.59,31.75,20.79,0.52,46.26,87.74,1.05,6.08,3.25
236,2013-07-14,37.915133,-120.6239,35.25,-113.75,6.4,B,Missing/Undefined,29.59,34.69,23.69,1.48,32.98,87.75,0.26,3.42,1.77
237,2013-07-16,38.942833,-122.770833,35.25,-113.75,0.65,B,Missing/Undefined,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
238,2013-07-31,34.464483,-117.55515,35.25,-113.75,0.5,B,Missing/Undefined,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
239,2013-07-14,40.02795,-122.099867,35.25,-113.75,1.0,B,Miscellaneous,29.59,34.69,23.69,1.48,32.98,87.75,0.26,3.42,1.77
240,2013-07-02,38.809433,-123.006917,35.25,-113.75,1.0,B,Missing/Undefined,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
241,2013-07-20,39.149583,-121.601017,35.25,-113.75,1.0,B,Missing/Undefined,25.26,30.8,21.67,7.09,63.0,87.62,0.35,4.26,2.16
242,2013-07-03,36.713767,-119.353517,35.25,-113.75,16.0,C,Missing/Undefined,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
243,2013-07-31,40.366967,-122.208983,35.25,-113.75,1.0,B,Missing/Undefined,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
244,2013-07-04,37.041633,-121.542217,35.25,-113.75,1.0,B,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
245,2013-07-16,38.8025,-123.015967,35.25,-113.75,1.0,B,Missing/Undefined,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
246,2013-07-15,38.83905,-121.307367,35.25,-113.75,1.0,B,Missing/Undefined,28.88,34.48,23.93,3.31,37.74,87.54,1.93,3.5,2.48
247,2013-07-04,36.430667,-121.318167,35.25,-113.75,0.1,A,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
248,2013-07-03,41.64885,-122.656333,35.25,-113.75,0.1,A,Miscellaneous,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
249,2013-07-22,40.68641,-122.1433,35.25,-113.75,0.1,A,Missing/Undefined,25.24,30.4,19.78,0.24,58.63,87.83,1.49,5.43,3.36
250,2013-07-07,33.598883,-114.645283,35.25,-113.75,0.05,A,Debris Burning,30.9,38.44,22.47,0.05,22.69,87.46,1.85,6.71,4.01
251,2013-07-16,33.7064,-117.119733,35.25,-113.75,0.05,A,Miscellaneous,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
252,2013-07-04,41.664833,-122.668583,35.25,-113.75,0.05,A,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
253,2013-07-15,37.360667,-120.549417,35.25,-113.75,0.25,A,Missing/Undefined,28.88,34.48,23.93,3.31,37.74,87.54,1.93,3.5,2.48
254,2013-07-04,33.430667,-117.145733,35.25,-113.75,0.02,A,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
255,2013-07-02,33.748797,-117.933203,35.25,-113.75,0.02,A,Missing/Undefined,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
256,2013-07-09,39.23205,-121.0732,35.25,-113.75,0.02,A,Missing/Undefined,30.42,36.82,22.54,0.0,20.77,88.01,1.04,5.09,3.27
257,2013-07-08,33.183533000000004,-117.117867,35.25,-113.75,0.3,B,Missing/Undefined,31.8,39.35,23.15,0.0,17.06,87.77,1.35,6.75,4.22
258,2013-07-07,38.45835,-120.4847,35.25,-113.75,0.2,A,Miscellaneous,30.9,38.44,22.47,0.05,22.69,87.46,1.85,6.71,4.01
259,2013-07-16,37.403783,-120.585733,35.25,-113.75,0.2,A,Missing/Undefined,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
260,2013-07-07,37.883233,-121.99085,35.25,-113.75,0.25,A,Missing/Undefined,30.9,38.44,22.47,0.05,22.69,87.46,1.85,6.71,4.01
261,2013-07-15,37.72115,-121.537533,35.25,-113.75,0.25,A,Missing/Undefined,28.88,34.48,23.93,3.31,37.74,87.54,1.93,3.5,2.48
262,2013-07-31,39.010217,-121.11455,35.25,-113.75,0.25,A,Missing/Undefined,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
263,2013-07-03,41.0718,-124.14045,35.25,-113.75,0.25,A,Missing/Undefined,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
264,2013-07-18,39.12315,-122.851883,35.25,-113.75,0.25,A,Miscellaneous,28.95,34.95,23.44,0.82,39.57,87.85,1.12,3.79,2.2
265,2013-07-04,33.656667,-116.15415,35.25,-113.75,0.25,A,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
266,2013-07-13,37.06915,-120.177683,35.25,-113.75,0.25,A,Miscellaneous,28.38,34.09,20.5,1.55,37.96,87.8,1.16,3.32,2.25
267,2013-07-01,37.409017,-120.751917,35.25,-113.75,0.25,A,Missing/Undefined,32.63,39.88,25.09,0.16,19.27,87.65,1.48,6.49,3.76
268,2013-07-09,40.143317,-122.322017,35.25,-113.75,0.25,A,Miscellaneous,30.42,36.82,22.54,0.0,20.77,88.01,1.04,5.09,3.27
269,2013-07-04,37.95555,-120.310417,35.25,-113.75,0.5,B,Debris Burning,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
270,2013-07-07,40.426233,-122.283367,35.25,-113.75,0.5,B,Miscellaneous,30.9,38.44,22.47,0.05,22.69,87.46,1.85,6.71,4.01
271,2013-07-05,36.522633,-119.8272,35.25,-113.75,0.5,B,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
272,2013-07-22,39.6755,-123.49735,35.25,-113.75,0.1,A,Debris Burning,25.24,30.4,19.78,0.24,58.63,87.83,1.49,5.43,3.36
273,2013-07-16,33.951567,-117.2221,35.25,-113.75,0.1,A,Debris Burning,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
274,2013-07-07,38.63105,-122.860283,35.25,-113.75,0.1,A,Missing/Undefined,30.9,38.44,22.47,0.05,22.69,87.46,1.85,6.71,4.01
275,2013-07-06,33.932583,-116.874567,35.25,-113.75,0.1,A,Miscellaneous,29.91,37.27,23.0,0.15,29.36,87.41,1.86,6.11,4.22
276,2013-07-04,40.028533,-124.07315,35.25,-113.75,0.1,A,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
277,2013-07-10,40.7765,-124.133167,35.25,-113.75,1.0,B,Missing/Undefined,28.47,34.62,22.04,0.11,29.37,87.85,0.53,5.37,2.54
278,2013-07-07,35.622233,-120.836083,35.25,-113.75,80.0,C,Missing/Undefined,30.9,38.44,22.47,0.05,22.69,87.46,1.85,6.71,4.01
279,2013-07-20,33.779317,-117.236917,35.25,-113.75,1.0,B,Missing/Undefined,25.26,30.8,21.67,7.09,63.0,87.62,0.35,4.26,2.16
280,2013-07-15,39.375167,-121.699283,35.25,-113.75,1.0,B,Debris Burning,28.88,34.48,23.93,3.31,37.74,87.54,1.93,3.5,2.48
281,2013-07-18,37.008367,-119.893617,35.25,-113.75,1.0,B,Missing/Undefined,28.95,34.95,23.44,0.82,39.57,87.85,1.12,3.79,2.2
282,2013-07-11,37.7725,-121.618833,35.25,-113.75,20.0,C,Miscellaneous,24.68,29.02,22.14,0.88,54.15,87.77,0.9,6.02,4.4
