,DATE,LATITUDE_F,LONGITUDE_F,LATITUDE_W,LONGITUDE_W,FIRE_SIZE,FIRE_SIZE_CLASS,STAT_CAUSE_DESCR,T,TMAX,TMIN,PREC,RH2M,PS,WS10M_MIN,WS10M_MAX,WS10M
283,2013-07-20,37.738467,-121.670183,35.25,-113.75,1.0,B,Miscellaneous,25.26,30.8,21.67,7.09,63.0,87.62,0.35,4.26,2.16
284,2013-07-27,36.080083,-118.8989,35.25,-113.75,1.0,B,Missing/Undefined,26.51,31.57,20.65,6.15,51.98,87.85,0.13,5.75,3.13
285,2013-07-15,36.753383,-120.368183,35.25,-113.75,40.0,C,Debris Burning,28.88,34.48,23.93,3.31,37.74,87.54,1.93,3.5,2.48
286,2013-07-16,33.871087,-117.862373,35.25,-113.75,0.01,A,Missing/Undefined,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
287,2013-07-13,33.866402,-117.878021,35.25,-113.75,0.01,A,Miscellaneous,28.38,34.09,20.5,1.55,37.96,87.8,1.16,3.32,2.25
288,2013-07-04,41.865183,-124.205717,35.25,-113.75,2.0,B,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
289,2013-07-30,36.83638300000001,-119.581817,35.25,-113.75,2.0,B,Miscellaneous,27.44,35.09,18.78,0.0,30.24,88.21,2.23,7.15,4.48
290,2013-07-26,39.084567,-123.219667,35.25,-113.75,2.0,B,Missing/Undefined,25.55,30.72,22.16,3.67,60.42,88.16,1.33,4.63,2.75
291,2013-07-27,39.05765,-122.5839,35.25,-113.75,2.0,B,Missing/Undefined,26.51,31.57,20.65,6.15,51.98,87.85,0.13,5.75,3.13
292,2013-07-06,33.967683,-117.03675,35.25,-113.75,2.0,B,Miscellaneous,29.91,37.27,23.0,0.15,29.36,87.41,1.86,6.11,4.22
293,2013-07-02,41.8626,-124.207417,35.25,-113.75,2.0,B,Miscellaneous,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
294,2013-07-03,33.7814,-116.917283,35.25,-113.75,2.0,B,Miscellaneous,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
295,2013-07-24,37.455583,-120.7216,35.25,-113.75,2.0,B,Missing/Undefined,29.4,35.24,22.3,0.91,38.44,87.73,1.04,2.63,1.67
296,2013-07-19,38.815883,-121.13885,35.25,-113.75,2.0,B,Missing/Undefined,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
297,2013-07-04,40.1732,-123.603917,35.25,-113.75,0.1,A,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
298,2013-07-24,37.122483,-121.01525,35.25,-113.75,0.1,A,Miscellaneous,29.4,35.24,22.3,0.91,38.44,87.73,1.04,2.63,1.67
299,2013-07-08,34.1921,-117.364967,35.25,-113.75,0.25,A,Miscellaneous,31.8,39.35,23.15,0.0,17.06,87.77,1.35,6.75,4.22
300,2013-07-19,36.110067,-118.9556,35.25,-113.75,0.12,A,Miscellaneous,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
301,2013-07-26,33.0658,-116.7596,35.25,-113.75,0.12,A,Debris Burning,25.55,30.72,22.16,3.67,60.42,88.16,1.33,4.63,2.75
302,2013-07-29,37.38585,-120.613517,35.25,-113.75,0.12,A,Missing/Undefined,27.05,34.19,19.58,0.0,30.16,87.82,1.87,7.29,4.36
303,2013-07-26,40.916033,-124.079683,35.25,-113.75,0.12,A,Missing/Undefined,25.55,30.72,22.16,3.67,60.42,88.16,1.33,4.63,2.75
304,2013-07-01,37.6253,-120.74085,35.25,-113.75,0.12,A,Miscellaneous,32.63,39.88,25.09,0.16,19.27,87.65,1.48,6.49,3.76
305,2013-07-20,34.01215,-117.057467,35.25,-113.75,0.1,A,Miscellaneous,25.26,30.8,21.67,7.09,63.0,87.62,0.35,4.26,2.16
306,2013-07-04,38.7291,-121.33145,35.25,-113.75,0.1,A,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
307,2013-07-18,39.081217,-122.967983,35.25,-113.75,3.0,B,Miscellaneous,28.95,34.95,23.44,0.82,39.57,87.85,1.12,3.79,2.2
308,2013-07-21,33.806267,-117.234033,35.25,-113.75,3.0,B,Missing/Undefined,23.26,26.17,20.31,1.84,73.61,87.68,0.87,3.42,2.26
309,2013-07-07,32.7444,-116.974333,35.25,-113.75,3.0,B,Missing/Undefined,30.9,38.44,22.47,0.05,22.69,87.46,1.85,6.71,4.01
310,2013-07-24,39.32855,-121.341767,35.25,-113.75,3.0,B,Miscellaneous,29.4,35.24,22.3,0.91,38.44,87.73,1.04,2.63,1.67
311,2013-07-25,38.809383,-121.276417,35.25,-113.75,3.0,B,Missing/Undefined,28.45,34.48,22.74,5.45,44.06,87.91,1.96,4.75,3.63
312,2013-07-28,38.678817,-120.848717,35.25,-113.75,3.0,B,Miscellaneous,27.03,32.67,22.06,2.06,48.4,87.54,0.24,4.91,2.48
313,2013-07-21,36.2425,-120.306683,35.25,-113.75,3.0,B,Missing/Undefined,23.26,26.17,20.31,1.84,73.61,87.68,0.87,3.42,2.26
314,2013-07-05,41.249283,-121.1048,35.25,-113.75,3.0,B,Miscellaneous,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
315,2013-07-09,40.476633,-122.1801,35.25,-113.75,3.0,B,Missing/Undefined,30.42,36.82,22.54,0.0,20.77,88.01,1.04,5.09,3.27
316,2013-07-19,38.784,-122.773167,35.25,-113.75,3.0,B,Missing/Undefined,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
317,2013-07-17,37.010317,-119.875633,35.25,-113.75,1.0,B,Missing/Undefined,27.64,33.14,21.85,0.96,42.3,88.02,0.47,4.54,2.51
318,2013-07-03,36.122067,-120.374483,35.25,-113.75,1.0,B,Miscellaneous,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
319,2013-07-16,37.056733,-121.016283,35.25,-113.75,1.0,B,Missing/Undefined,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
320,2013-07-05,37.086533,-120.212583,35.25,-113.75,20.0,C,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
321,2013-07-11,37.16,-120.298333,35.25,-113.75,1.0,B,Missing/Undefined,24.68,29.02,22.14,0.88,54.15,87.77,0.9,6.02,4.4
322,2013-07-01,34.438317,-116.974483,35.25,-113.75,0.1,A,Debris Burning,32.63,39.88,25.09,0.16,19.27,87.65,1.48,6.49,3.76
323,2013-07-02,36.59655,-118.072617,35.25,-113.75,0.1,A,Missing/Undefined,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
324,2013-07-16,33.884967,-117.2349,35.25,-113.75,0.1,A,Missing/Undefined,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
325,2013-07-30,34.004917,-117.430967,35.25,-113.75,0.1,A,Missing/Undefined,27.44,35.09,18.78,0.0,30.24,88.21,2.23,7.15,4.48
326,2013-07-05,36.799367,-121.721333,35.25,-113.75,0.1,A,Miscellaneous,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
327,2013-07-31,37.448433,-120.7493,35.25,-113.75,0.1,A,Missing/Undefined,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
328,2013-07-05,40.099367,-123.796783,35.25,-113.75,0.2,A,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
329,2013-07-01,33.721183,-116.2246,35.25,-113.75,0.1,A,Missing/Undefined,32.63,39.88,25.09,0.16,19.27,87.65,1.48,6.49,3.76
330,2013-07-05,38.476533,-122.9238,35.25,-113.75,0.1,A,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
331,2013-07-13,39.20455,-121.562883,35.25,-113.75,0.1,A,Miscellaneous,28.38,34.09,20.5,1.55,37.96,87.8,1.16,3.32,2.25
332,2013-07-03,36.615217,-121.9316,35.25,-113.75,0.1,A,Miscellaneous,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
333,2013-07-25,37.139233,-122.094583,35.25,-113.75,0.1,A,Miscellaneous,28.45,34.48,22.74,5.45,44.06,87.91,1.96,4.75,3.63
334,2013-07-03,38.5206,-122.978133,35.25,-113.75,0.1,A,Missing/Undefined,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
335,2013-07-05,39.313233,-120.29165,35.25,-113.75,0.1,A,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
336,2013-07-02,38.952883,-121.1074,35.25,-113.75,2.5,B,Missing/Undefined,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
337,2013-07-17,33.886967,-117.346,35.25,-113.75,0.5,B,Missing/Undefined,27.64,33.14,21.85,0.96,42.3,88.02,0.47,4.54,2.51
338,2013-07-12,35.65548300000001,-120.399767,35.25,-113.75,0.5,B,Miscellaneous,26.59,31.75,20.79,0.52,46.26,87.74,1.05,6.08,3.25
339,2013-07-26,37.079017,-122.084833,35.25,-113.75,0.5,B,Missing/Undefined,25.55,30.72,22.16,3.67,60.42,88.16,1.33,4.63,2.75
340,2013-07-01,38.66,-120.9497,35.25,-113.75,5.0,B,Miscellaneous,32.63,39.88,25.09,0.16,19.27,87.65,1.48,6.49,3.76
341,2013-07-14,34.37195,-116.814783,35.25,-113.75,1.0,B,Miscellaneous,29.59,34.69,23.69,1.48,32.98,87.75,0.26,3.42,1.77
342,2013-07-19,36.720833,-119.302017,35.25,-113.75,1.0,B,Miscellaneous,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
343,2013-07-31,36.757467,-119.6584,35.25,-113.75,20.0,C,Missing/Undefined,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
344,2013-07-16,38.728817,-121.358817,35.25,-113.75,1.0,B,Missing/Undefined,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
345,2013-07-04,33.691783,-117.2713,35.25,-113.75,1.0,B,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
346,2013-07-07,37.2392,-121.86925,35.25,-113.75,1.0,B,Missing/Undefined,30.9,38.44,22.47,0.05,22.69,87.46,1.85,6.71,4.01
347,2013-07-04,35.7156,-120.581783,35.25,-113.75,0.1,A,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
348,2013-07-04,33.931517,-117.265733,35.25,-113.75,0.1,A,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
349,2013-07-20,40.169417,-122.161967,35.25,-113.75,0.1,A,Miscellaneous,25.26,30.8,21.67,7.09,63.0,87.62,0.35,4.26,2.16
350,2013-07-27,37.624533,-120.985383,35.25,-113.75,0.1,A,Miscellaneous,26.51,31.57,20.65,6.15,51.98,87.85,0.13,5.75,3.13
351,2013-07-04,38.8794,-123.14985,35.25,-113.75,0.1,A,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
352,2013-07-25,36.940983,-121.7725,35.25,-113.75,0.1,A,Miscellaneous,28.45,34.48,22.74,5.45,44.06,87.91,1.96,4.75,3.63
353,2013-07-06,41.085333,-120.898333,35.25,-113.75,0.1,A,Miscellaneous,29.91,37.27,23.0,0.15,29.36,87.41,1.86,6.11,4.22
354,2013-07-02,34.439383,-116.9449,35.25,-113.75,0.1,A,Debris Burning,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
355,2013-07-02,37.042567,-120.158967,35.25,-113.75,0.1,A,Missing/Undefined,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
356,2013-07-20,34.00715,-117.0372,35.25,-113.75,0.1,A,Miscellaneous,25.26,30.8,21.67,7.09,63.0,87.62,0.35,4.26,2.16
357,2013-07-02,39.680033,-122.531633,35.25,-113.75,0.25,A,Missing/Undefined,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
358,2013-07-11,38.16045,-120.87065,35.25,-113.75,1.5,B,Miscellaneous,24.68,29.02,22.14,0.88,54.15,87.77,0.9,6.02,4.4
359,2013-07-19,40.696883,-122.151983,35.25,-113.75,1.4,B,Missing/Undefined,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
360,2013-07-05,37.6399,-120.57135,35.25,-113.75,1.3,B,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
361,2013-07-19,37.974183,-120.653817,35.25,-113.75,1.3,B,Missing/Undefined,28.8,34.98,22.19,0.6,38.89,87.69,1.24,4.44,2.54
362,2013-07-01,33.921683,-116.981317,35.25,-113.75,1.0,B,Missing/Undefined,32.63,39.88,25.09,0.16,19.27,87.65,1.48,6.49,3.76
363,2013-07-02,39.914233,-123.242867,35.25,-113.75,0.5,B,Miscellaneous,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
364,2013-07-02,37.055,-121.016117,35.25,-113.75,0.5,B,Missing/Undefined,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
365,2013-07-25,36.93425,-120.837933,35.25,-113.75,0.5,B,Missing/Undefined,28.45,34.48,22.74,5.45,44.06,87.91,1.96,4.75,3.63
366,2013-07-16,39.709767,-121.84165,35.25,-113.75,0.1,A,Miscellaneous,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
367,2013-07-11,33.013483,-116.90535,35.25,-113.75,0.1,A,Missing/Undefined,24.68,29.02,22.14,0.88,54.15,87.77,0.9,6.02,4.4
368,2013-07-05,40.077467,-122.2569,35.25,-113.75,0.1,A,Miscellaneous,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
369,2013-07-04,38.728817,-121.364633,35.25,-113.75,0.1,A,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
370,2013-07-05,40.0877,-123.810717,35.25,-113.75,0.1,A,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
371,2013-07-12,40.258733,-122.206133,35.25,-113.75,1.0,B,Miscellaneous,26.59,31.75,20.79,0.52,46.26,87.74,1.05,6.08,3.25
372,2013-07-22,39.31495,-121.276467,35.25,-113.75,1.0,B,Miscellaneous,25.24,30.4,19.78,0.24,58.63,87.83,1.49,5.43,3.36
373,2013-07-20,35.710783,-120.310467,35.25,-113.75,0.5,B,Miscellaneous,25.26,30.8,21.67,7.09,63.0,87.62,0.35,4.26,2.16
374,2013-07-04,41.925417,-122.57645,35.25,-113.75,0.27,B,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
375,2013-07-18,33.735433,-117.0802,35.25,-113.75,0.05,A,Missing/Undefined,28.95,34.95,23.44,0.82,39.57,87.85,1.12,3.79,2.2
376,2013-07-22,40.621833,-122.259833,35.25,-113.75,2.3,B,Missing/Undefined,25.24,30.4,19.78,0.24,58.63,87.83,1.49,5.43,3.36
377,2013-07-08,39.777667,-121.9051,35.25,-113.75,0.1,A,Missing/Undefined,31.8,39.35,23.15,0.0,17.06,87.77,1.35,6.75,4.22
378,2013-07-04,33.71275,-117.2408,35.25,-113.75,0.1,A,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
379,2013-07-05,38.413317,-122.973333,35.25,-113.75,0.1,A,Miscellaneous,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
380,2013-07-29,39.199033,-121.510867,35.25,-113.75,0.1,A,Miscellaneous,27.05,34.19,19.58,0.0,30.16,87.82,1.87,7.29,4.36
381,2013-07-31,39.713767,-121.71155,35.25,-113.75,0.1,A,Missing/Undefined,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
382,2013-07-29,37.30235,-120.651083,35.25,-113.75,0.1,A,Missing/Undefined,27.05,34.19,19.58,0.0,30.16,87.82,1.87,7.29,4.36
383,2013-07-06,35.756067,-120.896633,35.25,-113.75,0.1,A,Miscellaneous,29.91,37.27,23.0,0.15,29.36,87.41,1.86,6.11,4.22
384,2013-07-21,33.598233,-116.233367,35.25,-113.75,0.1,A,Miscellaneous,23.26,26.17,20.31,1.84,73.61,87.68,0.87,3.42,2.26
385,2013-07-13,36.905833,-121.820217,35.25,-113.75,0.1,A,Missing/Undefined,28.38,34.09,20.5,1.55,37.96,87.8,1.16,3.32,2.25
386,2013-07-08,36.3904,-118.9541,35.25,-113.75,0.1,A,Miscellaneous,31.8,39.35,23.15,0.0,17.06,87.77,1.35,6.75,4.22
387,2013-07-10,36.679367,-119.792667,35.25,-113.75,0.1,A,Miscellaneous,28.47,34.62,22.04,0.11,29.37,87.85,0.53,5.37,2.54
388,2013-07-14,39.181333,-121.54465,35.25,-113.75,1.0,B,Missing/Undefined,29.59,34.69,23.69,1.48,32.98,87.75,0.26,3.42,1.77
389,2013-07-05,33.926717,-116.9211,35.25,-113.75,0.1,A,Missing/Undefined,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
390,2013-07-04,39.525967,-121.469383,35.25,-113.75,0.1,A,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
391,2013-07-03,38.149467,-122.4518,35.25,-113.75,0.1,A,Missing/Undefined,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
392,2013-07-15,36.85985,-121.593367,35.25,-113.75,0.1,A,Miscellaneous,28.88,34.48,23.93,3.31,37.74,87.54,1.93,3.5,2.48
393,2013-07-27,38.7033,-120.86025,35.25,-113.75,0.1,A,Miscellaneous,26.51,31.57,20.65,6.15,51.98,87.85,0.13,5.75,3.13
394,2013-07-09,37.098817,-122.0573,35.25,-113.75,0.1,A,Debris Burning,30.42,36.82,22.54,0.0,20.77,88.01,1.04,5.09,3.27
395,2013-07-10,37.043933,-122.061117,35.25,-113.75,0.1,A,Missing/Undefined,28.47,34.62,22.04,0.11,29.37,87.85,0.53,5.37,2.54
396,2013-07-25,37.96415,-120.635867,35.25,-113.75,0.1,A,Missing/Undefined,28.45,34.48,22.74,5.45,44.06,87.91,1.96,4.75,3.63
397,2013-07-09,33.975266999999995,-117.098983,35.25,-113.75,0.1,A,Miscellaneous,30.42,36.82,22.54,0.0,20.77,88.01,1.04,5.09,3.27
398,2013-07-04,33.88982,-117.751819,35.25,-113.75,0.1,A,Miscellaneous,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
399,2013-07-03,41.288167,-121.562167,35.25,-113.75,0.1,A,Miscellaneous,31.36,38.56,23.39,0.0,20.1,87.52,2.62,6.72,4.47
400,2013-07-31,37.146567,-121.9871,35.25,-113.75,0.1,A,Missing/Undefined,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
401,2013-07-12,40.218867,-123.599117,35.25,-113.75,7.0,B,Missing/Undefined,26.59,31.75,20.79,0.52,46.26,87.74,1.05,6.08,3.25
402,2013-07-15,37.473,-122.414333,35.25,-113.75,1.0,B,Missing/Undefined,28.88,34.48,23.93,3.31,37.74,87.54,1.93,3.5,2.48
403,2013-07-28,39.840983,-121.8057,35.25,-113.75,1.0,B,Missing/Undefined,27.03,32.67,22.06,2.06,48.4,87.54,0.24,4.91,2.48
404,2013-07-31,36.865983,-120.381717,35.25,-113.75,5.0,B,Miscellaneous,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
405,2013-07-21,37.071717,-119.763433,35.25,-113.75,100.0,D,Miscellaneous,23.26,26.17,20.31,1.84,73.61,87.68,0.87,3.42,2.26
406,2013-07-08,39.19855,-121.29845,35.25,-113.75,74.0,C,Missing/Undefined,31.8,39.35,23.15,0.0,17.06,87.77,1.35,6.75,4.22
407,2013-07-25,37.017333,-122.062533,35.25,-113.75,1.0,B,Missing/Undefined,28.45,34.48,22.74,5.45,44.06,87.91,1.96,4.75,3.63
408,2013-07-22,38.816417,-120.864967,35.25,-113.75,0.02,A,Miscellaneous,25.24,30.4,19.78,0.24,58.63,87.83,1.49,5.43,3.36
409,2013-07-14,37.360667,-120.549417,35.25,-113.75,0.1,A,Missing/Undefined,29.59,34.69,23.69,1.48,32.98,87.75,0.26,3.42,1.77
410,2013-07-23,35.9096,-118.914483,35.25,-113.75,0.1,A,Miscellaneous,26.57,31.51,20.9,1.14,48.26,87.85,0.59,2.7,1.84
411,2013-07-12,38.17405,-122.522283,35.25,-113.75,0.1,A,Miscellaneous,26.59,31.75,20.79,0.52,46.26,87.74,1.05,6.08,3.25
412,2013-07-04,32.950167,-116.964,35.25,-113.75,0.1,A,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
413,2013-07-20,33.416283,-117.15195,35.25,-113.75,0.1,A,Miscellaneous,25.26,30.8,21.67,7.09,63.0,87.62,0.35,4.26,2.16
414,2013-07-31,35.449983,-120.932583,35.25,-113.75,0.1,A,Missing/Undefined,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
415,2013-07-05,40.9645,-120.903,35.25,-113.75,0.1,A,Miscellaneous,27.72,33.22,22.96,0.07,34.28,87.44,1.82,10.51,6.72
416,2013-07-31,36.96945,-120.880517,35.25,-113.75,0.1,A,Debris Burning,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
417,2013-07-31,33.588183,-114.570317,35.25,-113.75,0.1,A,Miscellaneous,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
418,2013-07-06,37.058283,-119.921317,35.25,-113.75,0.1,A,Miscellaneous,29.91,37.27,23.0,0.15,29.36,87.41,1.86,6.11,4.22
419,2013-07-09,33.942367,-117.555783,35.25,-113.75,0.1,A,Missing/Undefined,30.42,36.82,22.54,0.0,20.77,88.01,1.04,5.09,3.27
420,2013-07-21,38.547933,-122.5126,35.25,-113.75,0.1,A,Missing/Undefined,23.26,26.17,20.31,1.84,73.61,87.68,0.87,3.42,2.26
421,2013-07-06,39.2486,-120.708883,35.25,-113.75,0.1,A,Miscellaneous,29.91,37.27,23.0,0.15,29.36,87.41,1.86,6.11,4.22
422,2013-07-29,36.150917,-120.3189,35.25,-113.75,0.1,A,Missing/Undefined,27.05,34.19,19.58,0.0,30.16,87.82,1.87,7.29,4.36
423,2013-07-30,34.4347,-117.554833,35.25,-113.75,0.1,A,Missing/Undefined,27.44,35.09,18.78,0.0,30.24,88.21,2.23,7.15,4.48
424,2013-07-23,39.370217,-123.388667,35.25,-113.75,0.1,A,Miscellaneous,26.57,31.51,20.9,1.14,48.26,87.85,0.59,2.7,1.84
